userId,beerId,rating,beerName,beerStyle
1199,5441,4.0,Founders Centennial IPA,American IPA
94,47454,4.5,Coffee Stout (Brewmaster Series),American Double / Imperial Stout
99,321,3.0,Saranac Black Forest,Schwarzbier
285,35329,4.0,Doppelbock Dunkel,Doppelbock
694,6322,4.0,Tröegs Hopback Amber Ale,American Amber / Red Ale
192,1054,4.0,Trippel Belgian Style Ale,Tripel
35,1881,4.0,Samuel Adams Old Fezziwig Ale,Winter Warmer
10099,67219,4.0,Robert Johnson's Hellhound On My Ale,American Double / Imperial IPA
751,2296,4.5,Moose Drool Brown Ale,American Brown Ale
29,26049,2.0,Wild Blue (Blueberry Lager),Fruit / Vegetable Beer
147,4083,4.0,Stone Ruination IPA,American Double / Imperial IPA
8,46767,4.0,Drifter Pale Ale,American Pale Ale (APA)
147,1056,5.0,Double Bastard Ale,American Strong Ale
1628,43341,3.5,Southampton Altbier,Altbier
18149,42816,4.5,Isabelle Proximus,American Wild Ale
199,709,4.0,Big Eye IPA,American IPA
396,7284,4.5,YuleSmith (Summer),American Double / Imperial IPA
28,61,5.0,Anchor Porter,American Porter
579,5328,2.0,Longboard Island Lager,American Pale Lager
2681,8919,3.5,G'Knight Imperial Red Ale,American Double / Imperial IPA
396,7284,4.0,YuleSmith (Summer),American Double / Imperial IPA
263,54731,4.5,Aecht Schlenkerla Eiche,Doppelbock
45,35328,3.5,Brooklyn Local 1,Belgian Strong Pale Ale
17981,46365,4.5,Guava Grove Saison,Saison / Farmhouse Ale
467,1785,4.5,Summit Oktoberfest Marzen,Märzen / Oktoberfest
17981,53014,4.0,Maduro Oatmeal Brown Ale - Oatmeal Raisin Cookie,American Brown Ale
10099,2093,4.0,90 Minute IPA,American Double / Imperial IPA
5337,11565,4.0,IPA,American IPA
590,47733,4.5,Unplugged Iced Barleywine,English Barleywine
147,92,4.5,Arrogant Bastard Ale,American Strong Ale
863,7971,5.0,Pliny The Elder,American Double / Imperial IPA
681,2469,3.0,Abbaye Des Rocs [Brasserie Des Rocs Brune],Belgian Strong Dark Ale
218,677,4.0,De Koninck,Belgian Pale Ale
10707,40888,4.0,Trader Jose's Dark Lager,American Amber / Red Lager
99,23154,4.0,Saranac Kölsch,Kölsch
141,11819,3.5,Smuttynose Pumpkin Ale,Pumpkin Ale
467,1374,4.0,Summit Extra Pale Ale,English Pale Ale
402,18965,3.5,Dominion Millennium Oak Barrel Aged,American Barleywine
401,4695,3.0,Baltika #7 Export,Dortmunder / Export Lager
76,772,4.0,Hacker-Pschorr Hefe Weisse Natürtrub,Hefeweizen
202,7661,5.0,DeuS (Brut Des Flandres),Bière de Champagne / Bière Brut
1199,19960,4.0,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
743,21324,4.5,Hop Hog India Pale Ale,American IPA
436,1496,3.5,Grimbergen Dubbel,Dubbel
313,1545,5.0,Trappist Westvleteren 12,Quadrupel (Quad)
83,248,4.5,Hoegaarden Original White Ale,Witbier
10485,27476,4.5,Gratitude,American Barleywine
357,57259,4.5,Gandhi-Bot Double IPA,American Double / Imperial IPA
96,65265,4.0,Demo,American Black Ale
96,54540,3.5,Vinyl,American Amber / Red Lager
10099,1180,4.0,Raison D'etre,Belgian Strong Dark Ale
2137,2297,3.5,Avalanche Ale,American Amber / Red Ale
63,197,4.0,Obsidian Stout,American Stout
15280,33336,3.0,Atwater Vanilla Java Porter,American Porter
105,1207,3.5,Red Dog,American Adjunct Lager
609,2420,3.5,Bison Organic Chocolate Stout,American Stout
7944,23454,4.0,IPA,English India Pale Ale (IPA)
196,157,3.5,Affligem Dubbel,Dubbel
22,30,4.0,Trois Pistoles,Belgian Strong Dark Ale
880,2832,4.5,Straub Beer,American Adjunct Lager
29,1252,3.5,Michelob Amber Bock,Bock
10099,9086,4.0,120 Minute IPA,American Double / Imperial IPA
354,5068,4.5,Cottonwood Low Down Brown Ale,English Brown Ale
137,7558,3.5,Sea Dog Riverdriver Hazelnut Porter,American Porter
35,1903,3.0,Samuel Adams Cranberry Lambic,Fruit / Vegetable Beer
45,146,4.5,Brooklyn Brown Ale,American Brown Ale
105,2280,2.5,Miller Genuine Draft,American Adjunct Lager
35,102,3.0,Samuel Adams Octoberfest,Märzen / Oktoberfest
793,5059,3.0,Lake Louie Warped Speed Scotch Ale,Scotch Ale / Wee Heavy
6980,16385,4.0,Mothers Milk Stout,Milk / Sweet Stout
710,46550,4.0,1888 Bock,Bock
306,1212,4.0,Blue Moon Belgian White,Witbier
192,1914,4.0,1554 Enlightened Black Ale,Belgian Dark Ale
132,1339,4.5,Hazelnut Brown Nectar,American Brown Ale
105,35735,4.0,Miller Chill,Light Lager
287,42112,5.0,Big Head San Diego Style Ale,American Double / Imperial IPA
113,571,4.5,Samuel Smith's Oatmeal Stout,Oatmeal Stout
112,50752,4.0,Old Rasputin XII,Russian Imperial Stout
1762,4957,3.5,Porter,English Porter
345,14916,4.0,Hop Wallop,American Double / Imperial IPA
313,857,5.0,Trappist Westvleteren 8,Dubbel
1177,6368,5.0,Masala Mama India Pale Ale,American IPA
147,8951,4.0,Oaked Arrogant Bastard Ale,American Strong Ale
147,52441,4.0,Stone 09.09.09 Vertical Epic Ale,Belgian Strong Dark Ale
13165,32007,4.0,Black Wattle Superior Wattle Seed Ale,Herbed / Spiced Beer
63,34420,5.0,The Abyss,American Double / Imperial Stout
26,7560,2.5,Black Sun Stout,Irish Dry Stout
3120,12068,4.5,Exponential Hoppiness,American Double / Imperial IPA
256,1669,4.0,Great White,Witbier
30,2014,5.0,The Reverend,Quadrupel (Quad)
1549,47692,4.5,Night Stalker,American Double / Imperial Stout
898,59396,3.5,Heavy Seas - Smoke On The Water,Smoked Beer
735,4202,3.5,Hell Or High Watermelon Wheat Beer,Fruit / Vegetable Beer
16866,58498,4.0,Coton,Old Ale
2743,36727,3.0,Green Flash Le Freak,Belgian IPA
42,58922,3.5,Ommegang Zuur,Flanders Oud Bruin
147,50795,2.5,Stone 13th Anniversary Ale,American Strong Ale
739,4924,4.5,Kriek De Ranke,Lambic - Fruit
9020,20893,4.0,Dos Perros,American Brown Ale
209,752,4.5,Guinness Foreign Extra Stout,Foreign / Export Stout
12516,8023,4.0,Siberian Night Imperial Stout,Russian Imperial Stout
345,1013,4.5,Storm King Stout,Russian Imperial Stout
590,1963,3.0,Spotted Cow,Cream Ale
623,1666,3.5,Zywiec Beer,Euro Pale Lager
45,147,3.0,Brooklyn East India Pale Ale,English India Pale Ale (IPA)
1549,10672,4.0,Bourbon County Brand Stout,American Double / Imperial Stout
12142,1555,4.5,Ebulum Elderberry Black Ale,Scottish Gruit / Ancient Herbed Ale
433,1313,2.5,Molson Golden,American Blonde Ale
35,1903,4.0,Samuel Adams Cranberry Lambic,Fruit / Vegetable Beer
119,434,3.5,Otter Creek Copper Ale,Altbier
220,1372,4.0,Maximus,American Double / Imperial IPA
10097,42728,3.5,Harpoon Old Rusty's Red Rye Ale (100 Barrel Series #23),Rye Beer
16205,52493,4.0,Pays Du Soleil,Dubbel
287,8682,4.5,Bell's Winter White Ale,Witbier
2681,14712,4.0,Old Chub - Scottish Style Ale,Scotch Ale / Wee Heavy
112,412,4.5,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
222,695,4.0,Duvel,Belgian Strong Pale Ale
252,808,4.5,Weihenstephaner Hefeweissbier Dunkel,Dunkelweizen
10097,307,4.0,Harpoon Summer Beer,Kölsch
252,731,4.5,Weihenstephaner Hefeweissbier,Hefeweizen
209,29602,3.5,Smithwick's,Irish Red Ale
863,21690,4.5,Pliny The Younger,American Double / Imperial IPA
1471,28039,4.0,Dark Horse Scotty Karate Scotch Ale,Scotch Ale / Wee Heavy
45,146,3.5,Brooklyn Brown Ale,American Brown Ale
118,5781,3.0,Dragonhead Stout,English Stout
368,28944,4.5,EisPhyre,Eisbock
18149,37197,4.0,Serpent's Stout,American Double / Imperial Stout
193,619,4.0,Boont ESB,Extra Special / Strong Bitter (ESB)
147,4083,4.5,Stone Ruination IPA,American Double / Imperial IPA
209,862,3.5,Harp Lager,Euro Pale Lager
272,1880,4.0,Royal Extra Stout,Milk / Sweet Stout
130,46809,4.0,Flashback Ale,American Brown Ale
9897,27545,2.5,"Fuego Del Otono, Autumn Fire",Bière de Garde
1549,10672,3.5,Bourbon County Brand Stout,American Double / Imperial Stout
180,2347,4.5,Delirium Noël,Belgian Strong Dark Ale
28,1445,5.0,Anchor Old Foghorn,English Barleywine
450,3714,4.0,Philadelphia Pale Ale,American Pale Ale (APA)
764,2318,3.5,Blue Point Toasted Lager,Vienna Lager
3818,21100,4.5,Oat (Imperial Oatmeal Stout),American Double / Imperial Stout
287,42112,4.0,Big Head San Diego Style Ale,American Double / Imperial IPA
160,4079,4.0,Scarecrow Ale,English Pale Ale
18149,38530,4.5,Red Poppy Ale,Flanders Red Ale
433,1313,4.0,Molson Golden,American Blonde Ale
784,47233,3.5,Paradise By The Dashboard Light Doubly Blessed Cherry Porter,American Porter
721,2270,3.5,Carlsberg Beer,Euro Pale Lager
26,36190,4.0,Lord Admiral Nelson,Extra Special / Strong Bitter (ESB)
392,18199,4.0,Insanity,English Barleywine
293,811,4.0,Bass Pale Ale,English Pale Ale
35,1503,5.0,Sam Adams Light,Light Lager
604,1602,2.5,Bush Ambrée,Belgian Strong Pale Ale
15237,34306,4.5,Pannepot,Quadrupel (Quad)
142,924,5.0,Franziskaner Hefe-Weisse Dunkel,Dunkelweizen
147,90,4.0,Stone Smoked Porter,American Porter
287,52361,4.0,The Oracle,American Double / Imperial IPA
287,1094,4.5,Bell's Oberon Ale,American Pale Wheat Ale
262,30970,4.0,He'Brew Bittersweet Lenny's R.I.P.A.,American Double / Imperial IPA
689,5260,4.0,Dog Days Dortmunder Style Lager,Dortmunder / Export Lager
321,2269,4.5,N'Ice Chouffe,Belgian Strong Dark Ale
22,3635,4.0,La Terrible,Belgian Strong Dark Ale
764,20168,3.5,Hoptical Illusion,American IPA
1628,34956,4.5,Biere De Garde,Bière de Garde
42,16506,2.5,Ommegang Witte,Witbier
113,573,2.0,Samuel Smith's India Ale,English India Pale Ale (IPA)
140,282,3.0,Sierra Nevada Wheat Beer,American Pale Wheat Ale
826,2576,5.0,Val-Dieu Triple,Tripel
389,1115,4.0,Lion Stout,Foreign / Export Stout
125,384,4.5,Penn Gold,Munich Helles Lager
284,10071,2.0,Sapporo Premium Beer,Japanese Rice Lager
10099,9086,4.0,120 Minute IPA,American Double / Imperial IPA
10099,9171,4.5,Pangaea,Belgian Strong Pale Ale
10099,53453,4.0,Namaste,Witbier
35,57252,4.5,Samuel Adams Latitude 48 IPA,American IPA
403,1889,3.5,Snow Cap,Winter Warmer
202,656,4.5,Tripel Karmeliet,Tripel
718,2184,4.0,Petrus Aged Pale,Flanders Oud Bruin
651,6076,4.0,Flower Power India Pale Ale,American IPA
42,16506,3.0,Ommegang Witte,Witbier
664,73,4.0,Young's Double Chocolate Stout,Milk / Sweet Stout
1339,56428,4.5,Urthel Saisonnière,Saison / Farmhouse Ale
28,45537,4.0,Our Special Ale 2008 (Anchor Christmas Ale),Winter Warmer
697,27120,4.0,Hitachino Nest Celebration Ale,Winter Warmer
209,862,3.0,Harp Lager,Euro Pale Lager
71,222,4.0,Fuller's London Pride,English Pale Ale
35,21300,4.0,Samuel Adams Black Lager,Schwarzbier
147,1160,5.0,Stone Imperial Russian Stout,Russian Imperial Stout
35,1193,3.5,Samuel Adams Boston Ale (Stock Ale),American Pale Ale (APA)
287,1093,4.5,Two Hearted Ale,American IPA
401,4700,4.5,Baltika #8 Wheat,Hefeweizen
273,1493,4.0,Sweetwater IPA,American IPA
10097,53007,3.0,UFO Pale,American Pale Ale (APA)
35,52633,3.0,Samuel Adams Coastal Wheat,American Pale Wheat Ale
18134,39710,3.0,Treblehook,American Barleywine
898,65545,4.0,Heavy Seas Black Cannon,American Black Ale
412,1230,4.0,EKU 28,Doppelbock
694,71969,4.5,Tröegs Perpetual IPA,American IPA
10099,1161,3.5,Indian Brown Ale,American Brown Ale
73,1576,4.0,Great Lakes Christmas Ale,Winter Warmer
1339,3646,4.5,Urthel Hibernus Quentum,Tripel
39,131,4.5,Ayinger Celebrator Doppelbock,Doppelbock
5316,69743,4.0,Elevation,American Double / Imperial IPA
751,2973,3.5,Scape Goat Pale Ale,American Pale Ale (APA)
1627,30759,4.0,Triple Exultation,Old Ale
12142,1556,3.5,Kelpie Seaweed Ale,Scottish Gruit / Ancient Herbed Ale
68,35754,3.5,Double Dog Double Pale Ale,American Double / Imperial IPA
754,2302,4.0,Railbender Ale,Scottish Ale
27039,16814,5.0,Heady Topper,American Double / Imperial IPA
10097,311,4.0,Harpoon IPA,American IPA
16866,43889,4.0,Hottenroth Berliner Weisse,Berliner Weissbier
491,2129,2.5,Coopers Original Pale Ale,English Pale Ale
287,42977,4.0,Kalamazoo Hopsoulution Ale,American Double / Imperial IPA
345,63860,4.0,Dark Intrigue,Russian Imperial Stout
142,582,4.0,Spaten Oktoberfestbier Ur-Märzen,Märzen / Oktoberfest
378,6950,3.5,Mount Desert Island Ginger,Herbed / Spiced Beer
96,48190,3.0,Wacko,Fruit / Vegetable Beer
4686,3836,4.0,Hofbräu Münchner Weisse,Hefeweizen
14879,37518,4.0,Mean Manalishi Double I.P.A.,American Double / Imperial IPA
112,408,4.0,Old #38 Stout,Irish Dry Stout
75,667,4.0,Negra Modelo,Munich Dunkel Lager
2681,6518,3.5,Dale's Pale Ale,American Pale Ale (APA)
762,2310,4.0,Butte Creek Organic Porter,American Porter
30,5722,3.5,New World Porter,American Porter
16866,42433,5.0,Orchard White,Witbier
39,1361,4.0,Ayinger Oktober Fest-Märzen,Märzen / Oktoberfest
37,129,5.0,Orval Trappist Ale,Belgian Pale Ale
10902,42664,4.5,Kaggen! Stormaktsporter,Russian Imperial Stout
9629,18021,2.5,Short's The Soft Parade,Fruit / Vegetable Beer
16055,41453,3.0,Hr. Frederiksen,Russian Imperial Stout
923,13765,4.0,ESB Special Ale,Extra Special / Strong Bitter (ESB)
22,34,3.5,La Fin Du Monde,Tripel
1,429,4.5,Pilsner Urquell,Czech Pilsener
392,47137,4.5,Fireside Ale,Smoked Beer
610,3158,4.0,Hop Rod Rye,Rye Beer
3461,39566,3.5,St Martin Brune,Dubbel
22,3635,2.5,La Terrible,Belgian Strong Dark Ale
296,33609,3.0,St. Peter's India Pale Ale,English India Pale Ale (IPA)
96,299,3.5,#9,Fruit / Vegetable Beer
187,600,4.5,Lindemans Kriek,Lambic - Fruit
83,248,4.5,Hoegaarden Original White Ale,Witbier
147,16441,3.5,Stone 04.04.04 Vertical Epic Ale,Belgian Strong Pale Ale
3818,20536,3.5,Phin & Matt's Extraordinary Ale,American Pale Ale (APA)
252,731,4.5,Weihenstephaner Hefeweissbier,Hefeweizen
944,3050,4.0,Kalik,American Adjunct Lager
2210,6371,4.5,Walker's Reserve - Porter,American Porter
22,34,5.0,La Fin Du Monde,Tripel
1199,19960,4.5,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
63,2178,3.0,Jubelale,Winter Warmer
29,30727,2.5,Beach Bum Blonde Ale,American Blonde Ale
429,1769,5.0,Alaskan Smoked Porter,American Porter
132,354,3.5,Chipotle Ale,Chile Beer
119,432,3.5,Otter Creek Pale Ale,American Pale Ale (APA)
30,43903,4.0,Ale To The Chief,American Double / Imperial IPA
71,221,4.5,Fuller's London Porter,English Porter
911,2899,4.5,Andechser Doppelbock Dunkel,Doppelbock
208,674,4.5,Westmalle Trappist Dubbel,Dubbel
35,47364,4.0,Samuel Adams Blackberry Witbier,Witbier
178,24349,4.5,J.W. Lees Harvest Ale (Calvados Cask),English Barleywine
10099,3089,4.5,Raison D'extra,Belgian Strong Dark Ale
35,1881,4.0,Samuel Adams Old Fezziwig Ale,Winter Warmer
1471,8848,4.0,Dark Horse Boffo Brown Ale,English Brown Ale
148,1163,5.0,Belhaven Scottish Ale,Scottish Ale
267,22452,5.0,5 Barrel Pale Ale,English Pale Ale
287,1093,4.5,Two Hearted Ale,American IPA
215,2512,5.0,Chimay Grande Réserve (Blue),Belgian Strong Dark Ale
302,1376,3.0,Genesee Cream Ale,Cream Ale
126,16924,4.0,Pete's Wicked Rally Cap Ale,American Blonde Ale
45,147,4.5,Brooklyn East India Pale Ale,English India Pale Ale (IPA)
454,2866,4.0,Arcadia Nut Brown Ale,English Brown Ale
201,634,3.5,De Dolle Bos Keun,Belgian Strong Pale Ale
664,73,4.0,Young's Double Chocolate Stout,Milk / Sweet Stout
1549,38488,4.0,Harvest Ale,Extra Special / Strong Bitter (ESB)
147,1056,4.5,Double Bastard Ale,American Strong Ale
17981,63422,5.0,Either,American Black Ale
29,20732,2.5,Budweiser Select,Light Lager
10153,39893,4.0,Pisgah Valdez,American Double / Imperial Stout
423,56707,3.5,Boss Tom's Golden Bock,Maibock / Helles Bock
2299,30358,4.0,Ichtegem's Grand Cru,Flanders Red Ale
898,19667,3.0,Heavy Seas - Peg Leg (Imperial Stout),Russian Imperial Stout
15237,34312,4.0,Pannepot Reserva,Quadrupel (Quad)
290,3425,3.5,Schöfferhofer Hefeweizen,Hefeweizen
10397,30471,2.0,Oktoberfest Lager,Märzen / Oktoberfest
689,2886,4.5,Northwind Imperial Stout,Russian Imperial Stout
96,296,4.0,Jinx,Scotch Ale / Wee Heavy
287,20604,3.5,Hell Hath No Fury Ale,Belgian Strong Dark Ale
1471,5385,3.0,Dark Horse Crooked Tree IPA,American IPA
94,30099,4.0,Hefeweizen,Hefeweizen
811,6088,4.5,Highland Oatmeal Porter,American Porter
68,20184,4.0,Wild Dog Double Pale Ale,American Double / Imperial IPA
26,9478,4.5,Gumballhead,American Pale Wheat Ale
45,2231,4.5,Brooklyn Monster Ale,English Barleywine
718,2481,4.5,Petrus Winterbier,Belgian Dark Ale
140,1904,4.0,Sierra Nevada Celebration Ale,American IPA
3268,16638,2.5,Cherry Chocolate Beer,Fruit / Vegetable Beer
75,1321,1.5,Modelo Especial,American Adjunct Lager
63,2178,4.0,Jubelale,Winter Warmer
652,2837,4.5,Kosmyk Charlie Y2K Catastrophe Ale,American Barleywine
652,3086,4.0,Happy Heron Pale Ale,American Pale Ale (APA)
335,44050,4.0,Golden Cap,Saison / Farmhouse Ale
335,40671,3.5,New Holland Night Tripper,American Double / Imperial Stout
335,8322,3.5,New Holland The Poet,Oatmeal Stout
1471,60426,4.5,Dark Horse Bourbon Barrel Aged Plead The 5th,Russian Imperial Stout
29,25007,1.5,Hurricane High Gravity Lager,American Malt Liquor
395,1122,4.5,American Pale Ale,American Pale Ale (APA)
14064,35608,4.5,Just Outstanding IPA,American IPA
29,66,2.5,King Cobra Premium Malt Liquor,American Malt Liquor
22951,61133,4.0,Eagle Claw Fist,American Amber / Red Ale
180,2347,4.0,Delirium Noël,Belgian Strong Dark Ale
1549,67156,3.0,Big John,American Double / Imperial Stout
1199,24905,4.0,Founders Curmudgeon (Old Ale),Old Ale
1549,4318,5.0,Matilda,Belgian Strong Pale Ale
132,361,4.5,Brutal Bitter Ale,American IPA
302,832,3.0,Dundee Original Honey Brown Lager,American Amber / Red Lager
1471,3877,4.5,Dark Horse Reserve Special Black Bier Ale,American Strong Ale
739,4924,4.0,Kriek De Ranke,Lambic - Fruit
130,12322,4.0,Mojo IPA,American IPA
42,141,4.5,Hennepin (Farmhouse Saison),Saison / Farmhouse Ale
417,4607,4.5,Zommerfest,Kölsch
568,1525,4.5,O.K. Beer,Euro Pale Lager
18149,38530,4.0,Red Poppy Ale,Flanders Red Ale
18149,30423,4.0,Avant Garde,Bière de Garde
220,1372,4.5,Maximus,American Double / Imperial IPA
73,15813,4.0,Great Lakes Blackout Stout,Russian Imperial Stout
35,38365,2.5,Samuel Adams Irish Red,Irish Red Ale
1416,48873,4.5,Wyld,American Pale Ale (APA)
392,58482,3.5,Verboten,Belgian Pale Ale
63,58695,4.0,Hop In The Dark Cascadian Dark Ale,American Black Ale
29,43118,3.5,Budweiser American Ale,American Amber / Red Ale
220,37841,5.0,Lagunitas Sneak Release Undercover Investigation Shut-Down Ale,American Double / Imperial IPA
30,22352,3.5,Maharaja,American Double / Imperial IPA
10099,2392,4.0,World Wide Stout,American Double / Imperial Stout
634,13566,4.0,Kapittel Blond,Belgian Pale Ale
264,2758,4.5,Sinebrychoff Porter,Baltic Porter
18371,51239,4.0,American Darling,American Pale Lager
396,3916,4.5,AleSmith IPA,American IPA
738,8984,4.5,Fantôme Saison D'Erezée - Été,Saison / Farmhouse Ale
26,1158,3.5,Pride & Joy Mild Ale,American Pale Ale (APA)
29,1252,3.0,Michelob Amber Bock,Bock
741,26368,3.0,New Grist Sorghum Beer,Fruit / Vegetable Beer
498,1422,4.0,Bavaria Beer / Pilsener,German Pilsener
634,7334,3.5,Kapittel Abt,Tripel
220,916,3.5,Lagunitas IPA,American IPA
71,221,4.0,Fuller's London Porter,English Porter
152,1441,4.5,Young's Old Nick Barley Wine Ale,English Barleywine
158,45250,4.5,Barrel Aged Yeti,Russian Imperial Stout
259,1708,4.5,St. Bernardus Abt 12,Quadrupel (Quad)
793,9877,2.5,Louie's Reserve Scotch Ale,Scotch Ale / Wee Heavy
144,993,4.0,Pub Brown Ale,English Brown Ale
7944,33595,3.5,Criminally Bad Elf,English Barleywine
23495,36378,4.0,Professor Fritz Briem 1809 Berliner Weisse,Berliner Weissbier
28,39441,4.0,Our Special Ale 2007 (Anchor Christmas Ale),Winter Warmer
339,66113,4.0,Exit 9,American Amber / Red Ale
215,672,5.0,Chimay Première (Red),Dubbel
804,2489,3.5,Scotch Silly,Scotch Ale / Wee Heavy
565,2060,4.0,Michigan Brewing Majestic Nut Brown Ale,English Brown Ale
184,626,3.5,La Trappe Dubbel (Koningshoeven / Dominus),Dubbel
604,1602,3.5,Bush Ambrée,Belgian Strong Pale Ale
132,1118,5.0,Chocolate Stout,American Stout
5316,50740,4.0,Session Black Lager,Schwarzbier
30,5722,4.0,New World Porter,American Porter
94,271,4.5,Hibernator,Scottish Ale
738,7978,4.5,Fantôme Saison D'Erezée - Hiver,Saison / Farmhouse Ale
10099,60785,4.0,Saison Du BUFF,Saison / Farmhouse Ale
681,26277,3.0,Abbaye Des Rocs Grand Cru Belgian Special Brown,Belgian Strong Dark Ale
140,30420,4.5,Sierra Nevada Torpedo Extra IPA,American IPA
45,47678,4.0,Brooklyn Local 2,Belgian Strong Dark Ale
741,2219,3.5,Riverwest Stein Beer,American Amber / Red Lager
583,32767,3.5,Schlafly Pumpkin Ale,Pumpkin Ale
590,21802,3.0,Black Wheat,Dunkelweizen
458,7588,3.5,Sisyphus,American Barleywine
220,2533,3.0,Hairy Eyeball Ale,American Strong Ale
192,26542,4.0,2° Below Winter Ale,Extra Special / Strong Bitter (ESB)
32,1165,3.5,Beck's Dark,Munich Dunkel Lager
140,276,4.5,Sierra Nevada Pale Ale,American Pale Ale (APA)
35,20564,4.5,Samuel Adams Holiday Porter,American Porter
30,57331,3.5,Dépuceleuse,American Wild Ale
491,2131,4.0,Coopers Best Extra Stout,Foreign / Export Stout
35,47785,4.5,Samuel Adams Double Bock (Imperial Series),Doppelbock
321,2269,4.0,N'Ice Chouffe,Belgian Strong Dark Ale
385,23269,4.5,Arctic Rhino Coffee Porter,American Porter
112,412,4.5,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
222,695,3.0,Duvel,Belgian Strong Pale Ale
129,371,4.5,Tucher Helles Hefe Weizen,Hefeweizen
184,51030,4.0,La Trappe Isid'or,Belgian Pale Ale
11207,27364,4.0,Big Swell IPA,American IPA
35,67044,4.0,Samuel Adams Rustic Saison,Saison / Farmhouse Ale
1471,3877,3.5,Dark Horse Reserve Special Black Bier Ale,American Strong Ale
429,1769,5.0,Alaskan Smoked Porter,American Porter
132,1118,5.0,Chocolate Stout,American Stout
83,248,4.0,Hoegaarden Original White Ale,Witbier
22951,65325,4.0,Tramp Stamp,Belgian IPA
257,718,1.5,Steel Reserve 211 (High Gravity),American Malt Liquor
147,92,4.0,Arrogant Bastard Ale,American Strong Ale
3,6,3.5,Turbodog,English Brown Ale
412,11582,3.0,Kulmbacher Reichelbrau Eisbock,Eisbock
273,751,4.0,Sweetwater 420 Extra Pale Ale,American Pale Ale (APA)
741,2220,3.5,Eastside Dark,Munich Dunkel Lager
313,1545,5.0,Trappist Westvleteren 12,Quadrupel (Quad)
42,141,4.5,Hennepin (Farmhouse Saison),Saison / Farmhouse Ale
147,62645,4.0,Lukcy 13asartd Ale,American Strong Ale
45,74,4.5,Post Road Pumpkin Ale,Pumpkin Ale
158,50176,4.0,Chocolate Oak Aged Yeti,American Double / Imperial Stout
140,3558,5.0,Sierra Nevada Summerfest Lager,Czech Pilsener
389,1115,3.0,Lion Stout,Foreign / Export Stout
15237,46850,4.0,Struise Tsjeeses Reserva,Belgian Strong Pale Ale
205,643,3.0,Buffalo Bill's Pumpkin Ale,Pumpkin Ale
140,30420,4.5,Sierra Nevada Torpedo Extra IPA,American IPA
60,1599,1.5,Back Yard India Pale Ale,English India Pale Ale (IPA)
2391,50869,4.0,Cascade Bourbonic Plague,American Wild Ale
1199,7348,4.5,Founders Porter,American Porter
99,1462,3.0,Saranac Belgian White,Witbier
147,1056,4.0,Double Bastard Ale,American Strong Ale
3818,57908,3.5,2XIPA,American Double / Imperial IPA
105,1286,2.0,Milwaukee's Best Premium,American Adjunct Lager
220,1373,3.5,Lagunitas Imperial Stout,Russian Imperial Stout
62,192,4.0,Geary's Pale Ale,English Pale Ale
199,5701,3.0,Wahoo Wheat Beer,Witbier
224,700,3.0,St. Pauli Girl,German Pilsener
1549,16807,4.5,Pere Jacques,Dubbel
6372,37157,3.5,Rocky Mountain IPA,American IPA
112,408,4.0,Old #38 Stout,Irish Dry Stout
10097,311,3.5,Harpoon IPA,American IPA
559,25283,2.0,Double Daddy Imperial India Pale Ale,American Double / Imperial IPA
259,1708,4.0,St. Bernardus Abt 12,Quadrupel (Quad)
10099,6108,4.5,60 Minute IPA,American IPA
1199,17538,4.0,Founders Devil Dancer,American Double / Imperial IPA
651,64130,4.0,Thirteen,Wheatwine
293,811,3.5,Bass Pale Ale,English Pale Ale
1170,54106,3.0,Teddy Bear Kisses,Russian Imperial Stout
697,24751,4.0,Hitachino Nest Real Ginger Brew,Herbed / Spiced Beer
3818,28578,5.0,Jahva (Imperial Coffee Stout),American Double / Imperial Stout
30,2729,3.0,India Pale Ale (IPA),American IPA
710,29015,3.5,Leinenkugel's Sunset Wheat,Witbier
304,6715,4.0,Budweiser Budvar,Czech Pilsener
2874,6804,3.0,St. Feuillien Cuvée De Noël,Belgian Strong Dark Ale
30,24357,3.0,Samael's Ale,English Barleywine
1819,5314,4.0,Duke Of Wellington India Pale Ale,English India Pale Ale (IPA)
158,262,4.0,Saint Bridget's Porter,American Porter
132,1597,4.5,St. Rogue Red,American Amber / Red Ale
12142,1556,4.0,Kelpie Seaweed Ale,Scottish Gruit / Ancient Herbed Ale
841,3392,4.0,Saison De Pipaix,Saison / Farmhouse Ale
143,47465,3.0,Shiner Kosmos Reserve,American Pale Lager
423,36333,3.5,Saison - Brett,Saison / Farmhouse Ale
140,3558,4.5,Sierra Nevada Summerfest Lager,Czech Pilsener
455,1654,3.5,Creemore Springs Premium Lager,American Amber / Red Lager
60,1791,4.0,Pride Of Milford Special Ale,English Strong Ale
140,30420,4.5,Sierra Nevada Torpedo Extra IPA,American IPA
140,2671,4.0,Sierra Nevada Bigfoot Barleywine Style Ale,American Barleywine
287,1444,2.5,Bell's Expedition Stout,Russian Imperial Stout
14936,55065,4.0,Imperial Eclipse Stout - Heaven Hill Rittenhouse Rye,American Double / Imperial Stout
10153,39893,4.5,Pisgah Valdez,American Double / Imperial Stout
23980,1351,3.0,Yuengling Traditional Lager,American Amber / Red Lager
